0.0   0.99995   0.0   5e-05   0.0   
1.0   0.9999361999201584   1.4925099752219312e-05   4.483565775541632e-05   4.039322334118156e-06   
2.0   0.9999234407418672   2.6025406623406972e-05   4.275982209581383e-05   7.774029413600564e-06   
3.0   0.9999109590547469   3.482764630676725e-05   4.278573120853519e-05   1.1427567737949365e-05   
4.0   0.999898239845157   4.229832277795746e-05   4.4311144200540665e-05   1.5150687864656245e-05   
5.0   0.9998849020287244   4.909241862237423e-05   4.6950607580432624e-05   1.9054945072937136e-05   
6.0   0.9998706575598907   5.564170569685552e-05   5.047606731768093e-05   2.3224667094857856e-05   
7.0   0.9998552687675174   6.22465414081505e-05   5.47552491452109e-05   2.7729441929268355e-05   
8.0   0.9998385248407671   6.912681479044715e-05   5.9717343833301536e-05   3.2631000609219455e-05   
9.0   0.9998202308199914   7.644314892302152e-05   6.533959053270308e-05   3.7986440552889354e-05   
10.0   0.9998001941650985   8.432401194238789e-05   7.16296647306617e-05   4.385215822853428e-05   
11.0   0.9997782158479717   9.28829264963675e-05   7.8614767649253e-05   5.028645788268099e-05   
12.0   0.9997540863018283   0.0001022246278860578   8.633833135903284e-05   5.735073892673163e-05   
13.0   0.999727581322284   0.00011245031481362516   9.485766478601362e-05   6.511069811637201e-05   
14.0   0.9996984583711248   0.00012366291503914927   0.00010424129986105562   7.36374139750349e-05   
15.0   0.9996664533365003   0.00013597012049402284   0.00011456824453656384   8.300829846925478e-05   
16.0   0.9996312770498027   0.0001494869034939729   0.0001259279256969553   9.330812100649346e-05   
17.0   0.999592613886587   0.00016433697595964844   0.00013841971620921263   0.00010462942124415301   
18.0   0.999550117117453   0.00018065493250878024   0.0001521540728787963   0.00011707387715952386   
19.0   0.9995034059809057   0.00019858782985776612   0.0001672530206196725   0.00013075316861703938   
20.0   0.9994520628062793   0.00021829650437379133   0.00018385086140199837   0.00014578982794510506   
21.0   0.9993956269684352   0.0002399580137286109   0.00020209599288858185   0.00016231902494772497   
22.0   0.9993335983463332   0.00026376417164909613   0.00022214993753943017   0.00018048754447840099   
23.0   0.9992654212305399   0.00028992798082722607   0.0002441922388859501   0.00020045854974712202   
24.0   0.9991904851720663   0.00031868314529195604   0.00026842036289519903   0.0002224113197466514   
25.0   0.9991081195566214   0.0003502864621229107   0.0002950511052482029   0.0002465428760077174   
26.0   0.9990175894766078   0.0003850196424538718   0.0003243216619112681   0.000273069219027239   
27.0   0.9989180944249353   0.00042318927710263725   0.0003564905975027198   0.00030222570045954165   
28.0   0.9988087401541886   0.0004651375234221692   0.0003918469210742924   0.00033427540131516646   
29.0   0.9986885637686141   0.0005112327232652562   0.000430701838482751   0.00036950166963807616   
30.0   0.9985564843466357   0.000561887582295806   0.0004734052074358244   0.00040822286363297055   
31.0   0.9984113392813017   0.0006175458344618769   0.0005203333889525573   0.0004507814952841829   
32.0   0.9982518400453583   0.0006786992132726852   0.0005719032409428891   0.0004975575004264505   
